company,type,inches,cpu,gpu,op_sys,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.75
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.84
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,0,FullHD,4,256,0,2.2
Asus,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.1
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1,UHD,16,512,0,2.06
MSI,Gaming,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,2.7
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,HD,4,0,500,2.02
Asus,Ultrabook,14.0,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,1.3
Dell,Notebook,14.0,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,256,0,1.64
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,512,0,2.16
Apple,Ultrabook,13.3,Intel Core i5,Intel HD,Other,0,HD,8,0,0,1.34
HP,Notebook,14.0,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.43
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.3
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,HD,4,0,500,1.86
Dell,Notebook,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,0,1024,4.42
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,0,FullHD,16,256,2048,2.2
Dell,Notebook,15.6,Intel Celeron,Intel HD,Linux,0,HD,4,0,500,2.2
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,0,HD,8,0,1024,2.1
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.6
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,0,1024,2.1
Asus,Ultrabook,14.0,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,16,512,0,1.3
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.3
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,32,256,1024,4.6
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,16,256,0,1.93
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.9
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,1.7
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1,FullHD,8,256,0,1.3
Dell,Notebook,15.6,Intel Pentium,Intel HD,Linux,0,HD,4,0,500,2.2
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.7
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,1,QuadHD,8,256,0,1.36
Asus,2 in 1 Convertible,12.5,Intel Core M,Intel HD,Other,1,FullHD,4,0,0,1.2
HP,Notebook,17.3,Intel Core i3,AMD Radeon R,Windows,0,FullHD,4,256,0,2.5
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,0,1024,3.2
Acer,Notebook,14.0,Intel Celeron,Intel HD,Other,0,HD,4,0,0,1.68
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,0,QuadHD,8,512,0,1.13
Acer,Notebook,14.0,Intel Core i3,Intel HD,Windows,0,HD,8,0,1024,2.1
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,1,HD,8,0,2048,2.36
Acer,Notebook,15.6,Intel Celeron,Intel HD,Other,0,HD,2,16,0,2.19
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.47
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,HD,4,0,500,2.1
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,0,FullHD,8,256,0,2.4
Apple,Ultrabook,13.3,Intel Core i5,Other,Other,0,QuadHD,8,256,0,1.37
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,4,0,1024,2.1
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,8,0,2048,2.04
Acer,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,8,256,0,2.2
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.29
Acer,Notebook,15.6,Intel Pentium,Intel HD,Windows,0,HD,4,0,500,2.4
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,No OS,0,FullHD,16,0,1024,4.0
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,0,HD,4,0,0,1.44
Dell,2 in 1 Convertible,15.0,Intel Core i3,Intel HD,Windows,1,FullHD,4,0,500,2.08
Other,Ultrabook,12.3,Intel Core i5,Intel HD,Other,1,FullHD,8,256,0,1.1
HP,Notebook,15.6,Intel Celeron,Intel HD,Windows,0,HD,4,0,500,2.1
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,512,1024,4.14
Asus,Notebook,15.6,AMD,AMD Radeon R,Windows,0,FullHD,4,128,1024,2.2
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.5
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,HD,4,128,0,2.3
HP,Notebook,14.0,Intel Core i7,Intel HD,Windows,0,FullHD,8,512,0,1.63
Acer,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.2
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,2.24
Lenovo,2 in 1 Convertible,10.1,Other,Intel HD,Windows,1,FullHD,4,0,0,0.69
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,0,FullHD,4,256,0,1.91
HP,Workstation,15.6,Intel Core i7,Intel HD,Windows,0,FullHD,8,512,0,2.31
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,0,FullHD,4,0,0,1.5
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.0
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.36
Dell,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,2.191
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,1.7
Dell,Netbook,11.6,Intel Celeron,Intel HD,Other,0,HD,4,0,0,1.26
Other,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1,UHD,8,256,0,1.25
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,1.25
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,4,256,0,1.48
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Linux,0,FullHD,8,256,0,2.5
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,2.02
Lenovo,Notebook,17.3,Intel Core i7,Nvidia GeForce,No OS,0,FullHD,8,0,2048,2.8
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,16,256,0,2.4
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,0,FullHD,8,256,1024,2.4
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.5
HP,Notebook,13.3,Intel Core i3,Intel HD,Windows,0,FullHD,4,128,0,1.49
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,0,FullHD,8,256,0,2.56
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,512,0,3.31
Dell,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,0,FullHD,8,512,0,1.88
Lenovo,Notebook,17.3,Intel Core i5,AMD Radeon R,Windows,0,HD,8,0,1024,3.0
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.65
Lenovo,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,0,HD,6,128,1024,2.8
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,4,0,500,2.1
HP,Netbook,12.5,Intel Core M,Intel HD,Windows,0,FullHD,8,512,0,0.97
Lenovo,Notebook,15.6,Intel Core i7,Nvidia Quadro,Windows,0,FullHD,8,256,0,2.67
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,0,FullHD,12,0,2048,2.2
Other,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,0,FullHD,16,256,0,0.81
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.9
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,0,QuadHD,12,256,0,1.4
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.04
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,No OS,0,FullHD,8,256,1024,2.4
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.96
HP,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,0,FullHD,6,0,1024,2.04
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,0,FullHD,16,512,0,2.1
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Windows,0,HD,4,0,0,1.43
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,0,HD,4,256,0,1.26
Dell,Ultrabook,15.6,Intel Core i5,AMD Radeon 5,Windows,0,FullHD,8,0,1024,1.9
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,FullHD,4,0,1024,1.85
Asus,Notebook,14.1,Intel Celeron,Intel HD,Windows,0,HD,4,0,0,1.65
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1,QuadHD,16,1024,0,1.2
Dell,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,1,FullHD,8,256,0,1.56
Asus,Notebook,17.3,Intel Pentium,Nvidia GeForce,Windows,0,HD,4,0,1024,2.8
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.2
MSI,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,1.6
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,1.99
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,2.18
Other,Notebook,14.0,Other,Intel HD,Windows,0,HD,2,0,0,1.45
HP,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,4,256,0,1.48
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,HD,4,0,500,2.1
HP,Notebook,15.6,Intel Celeron,Intel HD,No OS,0,HD,4,128,0,1.86
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.96
HP,Ultrabook,15.6,AMD,AMD Radeon 5,Windows,0,FullHD,4,256,0,1.91
Dell,Ultrabook,13.3,Intel Core i5,AMD Radeon 5,Windows,0,FullHD,4,256,0,1.4
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,HD,6,0,1024,2.3
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1,FullHD,8,256,0,2.06
HP,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,0,HD,6,0,1024,2.19
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,2.09
HP,Notebook,17.0,AMD,AMD Radeon R,Windows,0,HD,8,0,1024,2.6
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,0,1024,2.23
Acer,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,0,FullHD,4,0,1024,2.23
Toshiba,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1,FullHD,8,512,0,1.1
Asus,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,4,0,1024,2.03
HP,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,0,HD,8,0,1024,2.63
Asus,Notebook,13.3,Intel Core i5,Intel HD,Windows,0,QuadHD,8,256,0,1.4
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,3.2
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1,FullHD,8,512,0,1.19
Dell,Notebook,15.6,Intel Pentium,Intel HD,Linux,0,HD,4,0,500,2.2
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,No OS,0,FullHD,8,128,1024,2.4
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,4,128,1024,2.18
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Linux,0,FullHD,4,0,1024,2.25
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,4,128,0,1.47
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,0,HD,4,128,0,2.2
HP,Workstation,17.3,Intel Core i7,Nvidia Quadro,Windows,0,FullHD,8,0,500,3.14
HP,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.26
Apple,Ultrabook,12.0,Intel Core M,Intel HD,Other,0,FullHD,8,0,0,0.92
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,180,0,1.7
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,4,0,500,2.1
Lenovo,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.6
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,0,HD,4,0,1024,2.2
Other,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Windows,1,FullHD,4,32,0,1.16
Asus,Notebook,17.3,Intel Core i7,Nvidia GeForce GTX,No OS,0,FullHD,8,128,1024,2.69
Acer,Notebook,15.6,Intel Celeron,Intel HD,Other,0,HD,4,16,0,2.2
Other,2 in 1 Convertible,12.3,Other,Other,Other,1,FullHD,4,0,0,1.15
HP,Notebook,14.0,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,1.64
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,0,HD,4,128,0,2.3
HP,Netbook,11.6,Intel Celeron,Intel HD,Windows,0,HD,2,0,0,1.17
Lenovo,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,0,FullHD,8,0,0,2.5
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,4,128,0,1.95
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.48
Lenovo,Ultrabook,12.5,Intel Core M,Intel HD,Windows,1,QuadHD,8,512,0,0.99
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,1,QuadHD,16,512,0,1.42
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,0,FullHD,8,0,1024,2.2
Dell,Ultrabook,13.3,Intel Core i7,Other,Windows,1,QuadHD,8,256,0,1.23
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,1,HD,6,0,1024,2.3
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,16,512,0,1.93
Acer,Notebook,14.0,Intel Pentium,Intel HD,Windows,0,HD,4,0,0,1.6
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,0,FullHD,16,256,2048,2.2
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.2
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,0,FullHD,16,512,0,1.7
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.41
Asus,Netbook,11.6,Intel Celeron,Intel HD,Other,0,HD,4,0,0,1.2
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,No OS,0,HD,4,0,1024,2.2
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.95
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,1.42
Dell,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.36
Other,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,1024,0,1.95
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,0,FullHD,16,256,0,2.6
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,HD,4,0,500,1.63
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,4,0,1024,2.2
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,Intel HD,Windows,1,FullHD,4,128,0,1.8
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.65
Acer,Notebook,14.0,Intel Core i3,Intel HD,Windows,0,FullHD,4,128,0,1.8
Dell,Workstation,15.6,Intel Core i5,Other,Windows,0,FullHD,8,0,500,2.23
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1,FullHD,8,0,1024,1.55
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.94
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,128,1024,2.04
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,512,0,1.49
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,0,HD,4,0,500,1.86
Asus,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,0,128,2.3
Other,Ultrabook,13.5,Intel Core i7,Other,Windows,1,FullHD,8,256,0,1.25
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,Intel HD,Windows,1,FullHD,8,512,0,1.37
Acer,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,4,256,0,2.2
Acer,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,0,1024,2.2
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,256,1024,2.7
Lenovo,Notebook,17.3,AMD,AMD Radeon R,Windows,0,HD,4,0,500,2.8
Asus,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,1,HD,8,0,1024,2.2
HP,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.5
Asus,Notebook,15.6,Intel Celeron,Intel HD,Windows,0,HD,4,128,0,1.86
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,0,FullHD,4,0,1024,2.2
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,0,1024,2.2
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,2.3
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,No OS,0,HD,4,0,1024,1.9
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.23
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.49
Acer,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,4,256,0,3.0
Toshiba,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,0,FullHD,16,512,0,1.2
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,0,1024,3.0
Asus,Ultrabook,15.6,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,1.7
Toshiba,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.2
HP,Notebook,17.3,Intel Core i7,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.5
Lenovo,Notebook,13.3,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,1.4
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1,FullHD,16,128,1024,2.6
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1,FullHD,4,256,0,1.28
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.36
Asus,Notebook,15.6,Intel Core i7,Intel HD,Windows,0,UHD,12,128,1024,2.06
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.9
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,4,0,500,2.2
Acer,Notebook,15.6,Intel Core i3,Nvidia GeForce GTX,Windows,0,HD,4,0,500,2.2
Acer,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,1.5
Asus,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,0,FullHD,8,512,0,1.1
Asus,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,0,FullHD,8,256,0,2.0
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,12,128,1024,2.21
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,0,FullHD,8,256,0,2.6
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,3.0
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1,UHD,8,256,0,2.06
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1,FullHD,8,256,0,1.37
Other,Ultrabook,13.0,Intel Core i5,Intel HD,Windows,0,FullHD,8,256,0,1.05
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,8,128,1024,2.9
HP,Notebook,15.6,AMD,AMD Radeon 5,Windows,0,FullHD,6,0,1024,2.1
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1,FullHD,8,256,0,1.37
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,HD,4,0,500,1.6
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,0,HD,4,0,0,1.5
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,128,1024,4.5
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,4,0,1024,2.25
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,No OS,0,FullHD,8,256,0,2.2
Asus,Notebook,15.6,Intel Core i5,Intel HD,Linux,0,FullHD,4,256,0,2.0
HP,Workstation,17.3,Intel Core i5,Nvidia Quadro,Windows,0,HD,8,0,500,3.14
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,0,FullHD,4,0,500,1.54
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.9
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,0,FullHD,8,128,2048,2.02
Lenovo,Notebook,15.6,Intel Core i7,Intel HD,Windows,0,FullHD,8,256,0,2.3
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,0,500,1.9
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,0,HD,4,0,1024,2.18
Dell,Notebook,15.6,Intel Core i7,AMD Radeon 5,Windows,0,FullHD,8,256,0,2.2
Acer,Ultrabook,14.0,Intel Core i5,Other,Windows,0,FullHD,8,256,0,1.8
Asus,Notebook,15.6,Intel Pentium,Intel HD,Linux,0,HD,4,0,1024,2.0
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,0,FullHD,8,0,500,2.0
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,32,512,0,3.58
HP,Notebook,15.6,Intel Core i3,Nvidia GeForce,Windows,0,FullHD,8,0,1024,2.1
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,0,FullHD,16,256,1024,2.2
Apple,Ultrabook,15.4,Intel Core i7,Other,Other,0,QuadHD,16,0,0,2.04
